name_zh,name_en,booth_no,hall,country,category,description,website,directory_url,pdfs
泰科电子（上海）有限公司,TE Connectivity,N2-G102,N2,IRELAND,cat-05,泰科电子医疗事业部（TE Medical）一直致力于为医疗器械制造伙伴提供更高标准的产品和服务。从精密部件到创新定制化解决方案，我们凭借规模化的制造工艺、全球布局和专业知识，助力各类规模的医疗器械制造商将前沿理念转化为现实，推动医疗健康的持续进步与发展。从标准到定制的金属轴和海波管，再到特种高密度电缆组件和医用级聚合物，TE Medical 在一系列制造工艺方面拥有规模化、全球布局和专业知识，以支持生产用于介入心脏病学、外科手术、成像、体外诊断以及其他医学专科领域的医疗器械及设备。正是这种独特的综合实力，使我们能够将您的概念变为现实，无论是金属、成型、激光加工、连接器、电缆还是其他能力方面，我们都是您值得信赖的合作伙伴。,https://www.te.com/medical,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/466947/te-connectivity,https://image.imconlinereg.com/mm-mtc/2026-07-03/09F03EF6068ECA6414C90854E24A8C1B.pdf
开德阜国际贸易（上海）有限公司,"K.D.F. Distribution (Shanghai) Co., Ltd.",N2-G106,N2,CHINA,cat-01,开德阜国际贸易(上海)有限公司是您的工程塑料解决方案专家。  作为一家工程塑料和化工产品分销商，我们与世界知名的生产商紧密合作。  70 余年来，K.D. Feddersen 始终如一地提供高价值解决方案，采用的品牌产品符合最严格的质量要求，同时也提供个性化的现场咨询服务。,https://www.kdf.com.cn/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/466948/k-d-f--distribution-(shanghai)-co---ltd-,https://image.imconlinereg.com/mm-mtc/2026-05-26/ED81A06391EC316FB91E9FE74D893AA1.pdf
亚亮机械设备（佛山）有限公司,"Yaliang Machinery Equipment (Foshan) Co., Ltd.",N2-A808,N2,CHINA,cat-02,亚亮机械设备（佛山）有限公司成立于2014年，是一家站在设备制作科技前沿的创新型企业。自成立以来，我们始终专注于医疗涂层工艺设备的研发与制造，凭借对先进技术的执着追求和对工艺的极致把控，因此始终将客户的满意度放在首位，致力于为客户提供最适合他们的设备解决方案。公司拥有顶尖工程师和技术专家组成的研发团队，他们不断探索新技术、新工艺，致力于为客户提供具有前瞻性和创新性的设备解决方案。,https://yaliang.1688.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/466950/yaliang-machinery-equipment-(foshan)-co---ltd-,https://image.imconlinereg.com/mm-mtc/2026-03-03/61C0F9D195A159F94612E79885E01DC2.pdf
深圳市莫科连电子有限公司,"Shenzhen MOCO Interconnect Co., Ltd.",N3-F208,N3,CHINA,cat-08-3,深圳市莫科连电子有限公司（MOCO）成立于2012年，是一家有十余年精密连接器从业经验的国家高新技术企业，深圳市专精特新企业。公司研发生产的插拔自锁连接器、欧标工业圆形连接器、RF射频同轴连接器、国军标及美军标系列圆形电连接器，以及配套的线缆线束组件等产品深受市场青睐，已销往全国以及世界各地。优越的产品性能和极具魅力的产品设计使我们赢得了姣好的行业口碑，也使MOCO逐渐成为广受国内外客户好评的知名连接器品牌。MOCO连接器广泛应用于医疗、军工、工业自动化、仪器仪表、影视器材、测量测绘、北斗导航、航天航空、安防、5G通讯、汽车检测等高端领域。此外，我们专业的研发团队还可根据您的特殊需求开发定制,https://www.mocosz.com/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/466951/shenzhen-moco-interconnect-co---ltd-,https://image.imconlinereg.com/mm-mtc/2026-01-21/3ACC9EADFD89A2A8165FA19E045514BF.pdf;https://image.imconlinereg.com/mm-mtc/2026-01-21/8584797CE31B23CC0ACC1287396E4418.pdf
长春吉大特塑工程研究有限公司,Changchun Jilin University Super Engineering Plastics Research Research Ltd,N2-A209,N2,CHINA,cat-01,长春吉大特塑工程研究有限公司（JUSEP）成立于2002年，是全国首家聚芳醚酮（PAEK）和聚芳醚砜（PAES）研发、生产、销售及二次制品加工企业。公司拥有高耐热等级特种工程塑料、特种工程塑料基增强材料及合金、特种工程塑料专用牌号树脂、型材和注射制品等5大系列80多个牌号的产品，是全PEEK牌号较为齐全的企业之一。JUSEP产品广泛应用于航空航天、汽车、石油化工、电子电气及医疗等领域。,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/466952/changchun-jilin-university-super-engineering-plastics-research-research-ltd,https://image.imconlinereg.com/mm-mtc/2026-01-07/B4EDD4A17BC52FEFE94C1E5658075034.pdf;https://image.imconlinereg.com/mm-mtc/2026-01-07/A0CDB472FC3170D02B8E6C020BF99A9D.pdf
上海百银线缆有限公司,"Shanghai Bing Wire & Cable Co., Ltd．",N1-F707,N1,CHINA,cat-08-3,上海百银线缆有限公司创立于2005年，致力于提供高性能射频及微波电缆的设计与服务，特别在极细半刚电缆、柔性低损耗医疗电缆、稳相电缆、大功率柔性电缆等产品上独具经验，公司产品在微波消融领域有深度应用。,https://www.bingcable.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/466953/shanghai-bing-wire---cable-co---ltd．,https://image.imconlinereg.com/mm-mtc/2026-01-14/86457A3BAF14150D7AB7F381E622312D.pdf
深圳智域医疗科技有限公司,"Shenzhen Zhiyu Medical Technology Co., Ltd.",N2-D705,N2,CHINA,cat-05,深圳智域医疗科技有限公司成立于2019年，由国内早期开发医疗导管的专业精英人员组成，拥有多名10年以上医用导管技术研发经验的科研人才。 专注医学导管领域，采用国内外先进技术，主要从事心血管内科、放射科、麻醉科、普通外科、泌尿科等课室使用的高分子材料管材及配件的研发与生产。 材料涵盖TPU、PVC、PE、PP、TPE、PC、ABS、Pebax、PA等。 始终坚持“诚信经商、质量、服务至上”的理念，制定“技术兴企”的发展目标，贯彻“敬业、专注、科学、创新”的企业精神。以市场为中心、以技术为动力，充分发挥自身优势，提供具有竞争力的产品和服务。立志成为具技术含量，具品牌价值的高新技术企业。,https://www.zhiyumed.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/466954/shenzhen-zhiyu-medical-technology-co---ltd-,https://image.imconlinereg.com/mm-mtc/2026-07-27/94FD46F175FC5AC4E3E298AE4810D34D.pdf
苏州泽恒精密科技有限公司,"Suzhou Zeheng Precision Technology Co.,Ltd.",N4-G213,N4,CHINA,cat-02,公司成立于2012年专业从事医疗配件，通讯配件，注塑模具研发生产及进出口业务。2017年获得ISO9001证书，2020年获得ISO13485证书，拥有全套的机加工设备和万级无尘室，自主研发并拥有多名高水平工程师和技术人才。公司秉承“客户至上，恪守诚信，精益求精”的经营原则，为客户提供更完善的服务与高精密产品。,https://www.sz-zh.net,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/466955/suzhou-zeheng-precision-technology-co--ltd-,https://image.imconlinereg.com/mm-mtc/2026-07-06/BCF4F6C0FDB9B38695938BF2426A4E7D.pdf;https://image.imconlinereg.com/mm-mtc/2026-07-06/BC57D9467CC0E413FD616D81128C74C8.pdf
珠海德瑞医疗器械有限公司,"Zhuhai Derry Medical Instruments Co., Ltd.",N2-A602,N2,CHINA,cat-15,"珠海德瑞医疗器械有限公司是上海康德莱医疗器械股份有限公司的全资子公司，建立于2016年2月，致力于非介入类高值医疗器械产品的研发、生产与销售。公司注册资本为13000万元，位于广东省生物医药产业集群示范区——珠海经济特区三灶高新技术开发区。德瑞坚持科学管理，完善质量管理体系，已通过ISO13485质量体系认证、CE认证并获得FDA认可,此外，我们还有 8 个 CE 认证产品。我们努力为客户提供从原型到大批量生产的最佳模具和装配解决方案。 我们拥有完整的现场工具车间能力，使我们能够提供包括维修在内的终生工具维护，以减少交货时间和整体项目成本。",https://www.derry-medical.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/466956/zhuhai-derry-medical-instruments-co---ltd-,
上海浦茂包装材料有限公司,"Shanghai Pumao Packing Co,.Ltd",N4-D307,N4,CHINA,cat-13,上海浦茂包装材料有限公司成立于2002年，坐落在上海市金山工业园区，建筑面积5368㎡，其中万级洁净生产区2000㎡，百级C+A净化车间200㎡。   浦茂为医疗器械产品提供专业的包装解决方案，公司通过了ISO 9001、ISO 13485认证，是美国杜邦公司授权的特卫强®医用包装材料加工商。浦茂的产品线涵盖灭菌袋、模切盖材、卷材、袋内支撑卡、胶涂层等，同时自主研发了无溶剂型热熔胶涂层应用于包装领域。   浦茂始终坚持 “专注产品细节、成就客户非凡”，我们将持续为客户提供卓越的医疗包装解决方案，与客户一起做生命健康的可靠守护者。,https://www.pumao.com.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/466957/shanghai-pumao-packing-co--ltd,
大连福帝斯实验技术中心,Vivitro Labs,N4-A502,N4,CANADA,cat-17,ViVitro Labs是全球领先的心血管流体动力学实验室， 提供行业前沿的心血管器械测试设备及相关的 ISO 17025 认证下的实验室测试及咨询服务，我们也是心血管器械研发及检测的可靠伙伴，提供可扩展和模块化的测试系统解决方案，同时通过国际标准验证的测试方法，提高临床前阶段患者安全性。ViVitro Labs 提供：相关器械的脉动实验台，耐久测试设备包括实时疲劳，体外模拟实验台，产品的质量检测设备，及定制化的实验设备。可扩展和模块化的测试系统，用于评估设备在临床、生理和加速条件下的性能。可靠的、可重复、可再现和可扩展的（RRRS）测试方法，减少研发过程中的风险，这不但包括概念验证，也包含产品审核提交的过程。可扩展的验证测试方法，可以在器械研发过程中，通过我们专业测试程序和相关的的知识经验，能够在任何机构中使用及整合进我们的数据。,https://www.vivitrolabs.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/466958/vivitro-labs,https://image.imconlinereg.com/mm-mtc/2025-09-10/63BC4498C392321EFDC25A86C6D6C392.pdf
云耀深维（江苏）科技有限公司,"Aixway3D（Jiangsu）Co.,Ltd",N1-F508,N1,CHINA,cat-10,云耀深维由来自金属增材制造主流技术LPBF/SLM的发明机构-德国弗朗霍夫激光研究所的资深专家团队创立。除常规金属打印外，云耀深维还拥有独家的微米级金属增材制造技术Micro-LPBF/SLM，可达到打印部件精度2-10微米，表面粗糙度Ra值0.8-2.8微米，实现多种结构10度以上无支撑打印。,https://www.aixway3d.cn/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/466959/aixway3d（jiangsu）co--ltd,https://image.imconlinereg.com/mm-mtc/2026-01-15/AE587AB0A816092A89393871012A4216.pdf;https://image.imconlinereg.com/mm-mtc/2026-01-15/A30AAABF0D4C6949F354D54C6435E06E.pdf
深圳市星河泉新材料有限公司,"Shenzhen StarSpring Technology Co.,Ltd.",N1-A506,N1,CHINA,cat-02,星河泉提供镍钛记忆合金医疗材料(铸锭、圆线、扁带、板材、管材)，镍钛记忆合金医疗部件和镍钛驱动器三大系列产品，20年制造经验和近100项专利，奠定了我们雄厚的实力，使我们走在同行的前列。,https://www.starspring.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/466961/shenzhen-starspring-technology-co--ltd-,https://image.imconlinereg.com/mm-mtc/2025-08-04/1B978CED5C0EA043CE9E0F368DBBE452.pdf
浙江信纳医疗器械科技有限公司,"Zhejiang Xinna Medica Devices Technology Co.,Ltd",N2-A604,N2,CHINA,cat-06,浙江信纳医疗器械科技有限公司创建于1994年。三十余年来，我司始终专注医用过滤膜，一次性使用生物/医用精密过滤器等优质过滤材料的研发与制造，并提供设计，结构等优化服务及OEM，ODM。我司拥有10万级净化车间，C级车间及超净台，并与浙江大学合作建立了联合实验室。公司通过GB/T19001-2016/ISO9001:2015质量管理体系认证，并一直致力于为全球用户提供专业的过滤、分离和净化解决方案。,https://www.xinnamed.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/466962/zhejiang-xinna-medica-devices-technology-co--ltd,
澎立检测技术（上海）有限公司,"PharmaLegacy Diagnostic Laboratories (Shanghai) Co., Ltd.",N4-D501,N4,CHINA,cat-16,"澎立检测技术（上海）有限公司是全国首家医疗器械领域获得CNAS认证的第三方大动物实验中心。拥有超10,000㎡动物饲养场地，涵盖猪、犬、兔、羊、猴、鼠等多种动物品系，配备国内领先的实验设备。我们提供FDA、NMPA、CE等申报服务，已成功助力150+产品通过NMPA/FDA批准，35+产品进入创新医疗器械绿色通道。本机构专注于医疗器械研发注册全生命周期服务，提供理化分析、生物相容性评价、临床前动物试验测试与研究、病理分析及药代动力学分析研究、感控和可用性测试、注册咨询和海外认证等服务。服务范围涵盖心血管、脑颅内、骨/牙科、可降解植入、有源器械和药物输送系统、手术机器人、肿瘤及医美等领域。",https://md.pharmalegacy.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/466963/pharmalegacy-diagnostic-laboratories-(shanghai)-co---ltd-,https://image.imconlinereg.com/mm-mtc/2025-08-04/4EBCDC2DB88CA0B02BD73DAA03940E28.pdf;https://image.imconlinereg.com/mm-mtc/2026-01-12/36BC8A34C95A6BF2E55A8EDA66C2F94C.pdf
